"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"20/04/2023 15:00 - 20/04/2023 16:00","BZN|CZ","7981.00","8083.00"
"20/04/2023 16:00 - 20/04/2023 17:00","BZN|CZ","7842.68","7965.00"
"20/04/2023 17:00 - 20/04/2023 18:00","BZN|CZ","7783.44","7870.00"
"20/04/2023 18:00 - 20/04/2023 19:00","BZN|CZ","7649.66","7754.00"
"20/04/2023 19:00 - 20/04/2023 20:00","BZN|CZ","7783.87","7819.00"
"20/04/2023 20:00 - 20/04/2023 21:00","BZN|CZ","7807.21","7867.00"
"20/04/2023 21:00 - 20/04/2023 22:00","BZN|CZ","7345.95","7445.00"
"20/04/2023 22:00 - 20/04/2023 23:00","BZN|CZ","6987.90","7049.00"
"20/04/2023 23:00 - 21/04/2023 00:00","BZN|CZ","6598.06","6643.00"
"21/04/2023 00:00 - 21/04/2023 01:00","BZN|CZ","6289.80","6359.00"
"21/04/2023 01:00 - 21/04/2023 02:00","BZN|CZ","6311.76","6359.00"
"21/04/2023 02:00 - 21/04/2023 03:00","BZN|CZ","6156.46","6197.00"
"21/04/2023 03:00 - 21/04/2023 04:00","BZN|CZ","6116.63","6116.00"
"21/04/2023 04:00 - 21/04/2023 05:00","BZN|CZ","6299.48","6228.00"
"21/04/2023 05:00 - 21/04/2023 06:00","BZN|CZ","6762.23","6659.00"
"21/04/2023 06:00 - 21/04/2023 07:00","BZN|CZ","7658.58","7577.00"
"21/04/2023 07:00 - 21/04/2023 08:00","BZN|CZ","8051.02","8034.00"
"21/04/2023 08:00 - 21/04/2023 09:00","BZN|CZ","8041.31","8169.00"
"21/04/2023 09:00 - 21/04/2023 10:00","BZN|CZ","8018.05","8168.00"
"21/04/2023 10:00 - 21/04/2023 11:00","BZN|CZ","7852.51","8026.00"
"21/04/2023 11:00 - 21/04/2023 12:00","BZN|CZ","7825.95","7995.00"
"21/04/2023 12:00 - 21/04/2023 13:00","BZN|CZ","7775.91","7982.00"
"21/04/2023 13:00 - 21/04/2023 14:00","BZN|CZ","7719.37","7888.00"
"21/04/2023 14:00 - 21/04/2023 15:00","BZN|CZ","7422.38","7647.00"
"21/04/2023 15:00 - 21/04/2023 16:00","BZN|CZ","7427.20","7574.00"
"21/04/2023 16:00 - 21/04/2023 17:00","BZN|CZ","7328.23","7468.00"
"21/04/2023 17:00 - 21/04/2023 18:00","BZN|CZ","7166.17","7337.00"
"21/04/2023 18:00 - 21/04/2023 19:00","BZN|CZ","6985.25","7222.00"
"21/04/2023 19:00 - 21/04/2023 20:00","BZN|CZ","7072.89","7259.00"
"21/04/2023 20:00 - 21/04/2023 21:00","BZN|CZ","7168.31","7315.00"
"21/04/2023 21:00 - 21/04/2023 22:00","BZN|CZ","6810.45","6883.00"
"21/04/2023 22:00 - 21/04/2023 23:00","BZN|CZ","6397.09","6494.00"
"21/04/2023 23:00 - 22/04/2023 00:00","BZN|CZ","6020.26","6067.00"
"22/04/2023 00:00 - 22/04/2023 01:00","BZN|CZ","5683.33","5638.00"
"22/04/2023 01:00 - 22/04/2023 02:00","BZN|CZ","5570.16","5535.00"
"22/04/2023 02:00 - 22/04/2023 03:00","BZN|CZ","5476.95","5468.00"
"22/04/2023 03:00 - 22/04/2023 04:00","BZN|CZ","5516.02","5457.00"
"22/04/2023 04:00 - 22/04/2023 05:00","BZN|CZ","5651.05","5545.00"
"22/04/2023 05:00 - 22/04/2023 06:00","BZN|CZ","5673.55","5591.00"
"22/04/2023 06:00 - 22/04/2023 07:00","BZN|CZ","5923.60","5807.00"
"22/04/2023 07:00 - 22/04/2023 08:00","BZN|CZ","6263.51","6143.00"
"22/04/2023 08:00 - 22/04/2023 09:00","BZN|CZ","6505.36","6409.00"
"22/04/2023 09:00 - 22/04/2023 10:00","BZN|CZ","6673.43","6632.00"
"22/04/2023 10:00 - 22/04/2023 11:00","BZN|CZ","6772.00","6758.00"
"22/04/2023 11:00 - 22/04/2023 12:00","BZN|CZ","6742.22","6827.00"
"22/04/2023 12:00 - 22/04/2023 13:00","BZN|CZ","6482.40","6656.00"
"22/04/2023 13:00 - 22/04/2023 14:00","BZN|CZ","6388.03","6493.00"
"22/04/2023 14:00 - 22/04/2023 15:00","BZN|CZ","6203.50","6274.00"
"22/04/2023 15:00 - 22/04/2023 16:00","BZN|CZ","6140.39","6195.00"
"22/04/2023 16:00 - 22/04/2023 17:00","BZN|CZ","5964.92","6069.00"
"22/04/2023 17:00 - 22/04/2023 18:00","BZN|CZ","5828.91","5899.00"
"22/04/2023 18:00 - 22/04/2023 19:00","BZN|CZ","5898.03","5919.00"
"22/04/2023 19:00 - 22/04/2023 20:00","BZN|CZ","6067.44","6030.00"
"22/04/2023 20:00 - 22/04/2023 21:00","BZN|CZ","6340.31","6368.00"
"22/04/2023 21:00 - 22/04/2023 22:00","BZN|CZ","6124.47","6111.00"
"22/04/2023 22:00 - 22/04/2023 23:00","BZN|CZ","5904.06","5885.00"
"22/04/2023 23:00 - 23/04/2023 00:00","BZN|CZ","5608.32","5588.00"
"23/04/2023 00:00 - 23/04/2023 01:00","BZN|CZ","5261.20","5279.00"
"23/04/2023 01:00 - 23/04/2023 02:00","BZN|CZ","5171.11","5199.00"
"23/04/2023 02:00 - 23/04/2023 03:00","BZN|CZ","5203.86","5135.00"
"23/04/2023 03:00 - 23/04/2023 04:00","BZN|CZ","5192.35","5116.00"
"23/04/2023 04:00 - 23/04/2023 05:00","BZN|CZ","5190.98","5138.00"
"23/04/2023 05:00 - 23/04/2023 06:00","BZN|CZ","5159.53","5071.00"
"23/04/2023 06:00 - 23/04/2023 07:00","BZN|CZ","5293.33","5147.00"
"23/04/2023 07:00 - 23/04/2023 08:00","BZN|CZ","5613.68","5516.00"
"23/04/2023 08:00 - 23/04/2023 09:00","BZN|CZ","5991.83","5852.00"
"23/04/2023 09:00 - 23/04/2023 10:00","BZN|CZ","6340.91","6239.00"
"23/04/2023 10:00 - 23/04/2023 11:00","BZN|CZ","6579.36","6473.00"
"23/04/2023 11:00 - 23/04/2023 12:00","BZN|CZ","6663.53","6591.00"
"23/04/2023 12:00 - 23/04/2023 13:00","BZN|CZ","6468.79","6407.00"
"23/04/2023 13:00 - 23/04/2023 14:00","BZN|CZ","6322.47","6321.00"
"23/04/2023 14:00 - 23/04/2023 15:00","BZN|CZ","6216.56","6188.00"
"23/04/2023 15:00 - 23/04/2023 16:00","BZN|CZ","6280.72","6212.00"
"23/04/2023 16:00 - 23/04/2023 17:00","BZN|CZ","6226.98","6224.00"
"23/04/2023 17:00 - 23/04/2023 18:00","BZN|CZ","6129.04","6161.00"
"23/04/2023 18:00 - 23/04/2023 19:00","BZN|CZ","6206.58","6264.00"
"23/04/2023 19:00 - 23/04/2023 20:00","BZN|CZ","6386.47","6399.00"
"23/04/2023 20:00 - 23/04/2023 21:00","BZN|CZ","6586.43","6623.00"
"23/04/2023 21:00 - 23/04/2023 22:00","BZN|CZ","6364.62","6377.00"
"23/04/2023 22:00 - 23/04/2023 23:00","BZN|CZ","6272.38","6243.00"
"23/04/2023 23:00 - 24/04/2023 00:00","BZN|CZ","5984.28","5968.00"
"24/04/2023 00:00 - 24/04/2023 01:00","BZN|CZ","5858.30","5797.00"
"24/04/2023 01:00 - 24/04/2023 02:00","BZN|CZ","5880.59","5836.00"
"24/04/2023 02:00 - 24/04/2023 03:00","BZN|CZ","5648.53","5712.00"
"24/04/2023 03:00 - 24/04/2023 04:00","BZN|CZ","5560.68","5639.00"
"24/04/2023 04:00 - 24/04/2023 05:00","BZN|CZ","5697.51","5771.00"
"24/04/2023 05:00 - 24/04/2023 06:00","BZN|CZ","6191.03","6209.00"
"24/04/2023 06:00 - 24/04/2023 07:00","BZN|CZ","7237.68","7246.00"
"24/04/2023 07:00 - 24/04/2023 08:00","BZN|CZ","7770.41","7810.00"
"24/04/2023 08:00 - 24/04/2023 09:00","BZN|CZ","7932.65","8038.00"
"24/04/2023 09:00 - 24/04/2023 10:00","BZN|CZ","8096.90","8218.00"
"24/04/2023 10:00 - 24/04/2023 11:00","BZN|CZ","8030.53","8182.00"
"24/04/2023 11:00 - 24/04/2023 12:00","BZN|CZ","8063.34","8203.00"
"24/04/2023 12:00 - 24/04/2023 13:00","BZN|CZ","8187.37","8206.00"
"24/04/2023 13:00 - 24/04/2023 14:00","BZN|CZ","8117.34","8145.00"
"24/04/2023 14:00 - 24/04/2023 15:00","BZN|CZ","7933.42","7924.00"
"24/04/2023 15:00 - 24/04/2023 16:00","BZN|CZ","7922.93","7873.00"
"24/04/2023 16:00 - 24/04/2023 17:00","BZN|CZ","7807.69","7771.00"
"24/04/2023 17:00 - 24/04/2023 18:00","BZN|CZ","7754.70","7675.00"
"24/04/2023 18:00 - 24/04/2023 19:00","BZN|CZ","7623.13","7561.00"
"24/04/2023 19:00 - 24/04/2023 20:00","BZN|CZ","7674.38","7623.00"
"24/04/2023 20:00 - 24/04/2023 21:00","BZN|CZ","7563.82","7575.00"
"24/04/2023 21:00 - 24/04/2023 22:00","BZN|CZ","7185.26","7191.00"
"24/04/2023 22:00 - 24/04/2023 23:00","BZN|CZ","6820.39","6820.00"
"24/04/2023 23:00 - 25/04/2023 00:00","BZN|CZ","6417.38","6400.00"
"25/04/2023 00:00 - 25/04/2023 01:00","BZN|CZ","6152.61","6088.00"
"25/04/2023 01:00 - 25/04/2023 02:00","BZN|CZ","6182.07","6095.00"
"25/04/2023 02:00 - 25/04/2023 03:00","BZN|CZ","6024.79","5974.00"
"25/04/2023 03:00 - 25/04/2023 04:00","BZN|CZ","6023.97","5899.00"
"25/04/2023 04:00 - 25/04/2023 05:00","BZN|CZ","6173.74","6026.00"
"25/04/2023 05:00 - 25/04/2023 06:00","BZN|CZ","6625.01","6455.00"
"25/04/2023 06:00 - 25/04/2023 07:00","BZN|CZ","7478.03","7428.00"
"25/04/2023 07:00 - 25/04/2023 08:00","BZN|CZ","7911.26","7895.00"
"25/04/2023 08:00 - 25/04/2023 09:00","BZN|CZ","8055.72","8043.00"
"25/04/2023 09:00 - 25/04/2023 10:00","BZN|CZ","8180.79","8108.00"
"25/04/2023 10:00 - 25/04/2023 11:00","BZN|CZ","8037.54","8028.00"
"25/04/2023 11:00 - 25/04/2023 12:00","BZN|CZ","8013.90","8031.00"
"25/04/2023 12:00 - 25/04/2023 13:00","BZN|CZ","8131.94","8064.00"
"25/04/2023 13:00 - 25/04/2023 14:00","BZN|CZ","8064.47","7996.00"
"25/04/2023 14:00 - 25/04/2023 15:00","BZN|CZ","7809.97","7812.00"
"25/04/2023 15:00 - 25/04/2023 16:00","BZN|CZ","7857.33","7826.00"
"25/04/2023 16:00 - 25/04/2023 17:00","BZN|CZ","7823.08","7742.00"
"25/04/2023 17:00 - 25/04/2023 18:00","BZN|CZ","7817.02","7679.00"
"25/04/2023 18:00 - 25/04/2023 19:00","BZN|CZ","7712.69","7578.00"
"25/04/2023 19:00 - 25/04/2023 20:00","BZN|CZ","7734.85","7684.00"
"25/04/2023 20:00 - 25/04/2023 21:00","BZN|CZ","7727.36","7669.00"
"25/04/2023 21:00 - 25/04/2023 22:00","BZN|CZ","7362.08","7317.00"
"25/04/2023 22:00 - 25/04/2023 23:00","BZN|CZ","6969.98","6954.00"
"25/04/2023 23:00 - 26/04/2023 00:00","BZN|CZ","6565.31","6538.00"
"26/04/2023 00:00 - 26/04/2023 01:00","BZN|CZ","6373.16","6312.00"
"26/04/2023 01:00 - 26/04/2023 02:00","BZN|CZ","6397.62","6332.00"
"26/04/2023 02:00 - 26/04/2023 03:00","BZN|CZ","6190.87","6221.00"
"26/04/2023 03:00 - 26/04/2023 04:00","BZN|CZ","6108.96","6171.00"
"26/04/2023 04:00 - 26/04/2023 05:00","BZN|CZ","6265.13","6318.00"
"26/04/2023 05:00 - 26/04/2023 06:00","BZN|CZ","6766.38","6771.00"
"26/04/2023 06:00 - 26/04/2023 07:00","BZN|CZ","7771.45","7712.00"
"26/04/2023 07:00 - 26/04/2023 08:00","BZN|CZ","8061.28","8137.00"
"26/04/2023 08:00 - 26/04/2023 09:00","BZN|CZ","8148.77","8244.00"
"26/04/2023 09:00 - 26/04/2023 10:00","BZN|CZ","8208.94","8310.00"
"26/04/2023 10:00 - 26/04/2023 11:00","BZN|CZ","8122.85","8254.00"
"26/04/2023 11:00 - 26/04/2023 12:00","BZN|CZ","8156.42","8262.00"
"26/04/2023 12:00 - 26/04/2023 13:00","BZN|CZ","8250.18","8310.00"
"26/04/2023 13:00 - 26/04/2023 14:00","BZN|CZ","8174.83","8214.00"
"26/04/2023 14:00 - 26/04/2023 15:00","BZN|CZ","7967.86","8006.00"
"26/04/2023 15:00 - 26/04/2023 16:00","BZN|CZ","7938.20","7962.00"
"26/04/2023 16:00 - 26/04/2023 17:00","BZN|CZ","7848.40","7890.00"
"26/04/2023 17:00 - 26/04/2023 18:00","BZN|CZ","7828.40","7817.00"
"26/04/2023 18:00 - 26/04/2023 19:00","BZN|CZ","7726.77","7680.00"
"26/04/2023 19:00 - 26/04/2023 20:00","BZN|CZ","7765.49","7732.00"
"26/04/2023 20:00 - 26/04/2023 21:00","BZN|CZ","7775.26","7756.00"
"26/04/2023 21:00 - 26/04/2023 22:00","BZN|CZ","7482.58","7430.00"
"26/04/2023 22:00 - 26/04/2023 23:00","BZN|CZ","7137.24","7079.00"
"26/04/2023 23:00 - 27/04/2023 00:00","BZN|CZ","6786.23","6687.00"
"27/04/2023 00:00 - 27/04/2023 01:00","BZN|CZ","6504.80","6433.00"
"27/04/2023 01:00 - 27/04/2023 02:00","BZN|CZ","6506.43","6458.00"
"27/04/2023 02:00 - 27/04/2023 03:00","BZN|CZ","6348.94","6324.00"
"27/04/2023 03:00 - 27/04/2023 04:00","BZN|CZ","6323.57","6275.00"
"27/04/2023 04:00 - 27/04/2023 05:00","BZN|CZ","6450.11","6410.00"
"27/04/2023 05:00 - 27/04/2023 06:00","BZN|CZ","6894.63","6859.00"
"27/04/2023 06:00 - 27/04/2023 07:00","BZN|CZ","7836.28","7809.00"
"27/04/2023 07:00 - 27/04/2023 08:00","BZN|CZ","8223.35","8167.00"
"27/04/2023 08:00 - 27/04/2023 09:00","BZN|CZ","8163.58","8260.00"
"27/04/2023 09:00 - 27/04/2023 10:00","BZN|CZ","8241.40","8288.00"
"27/04/2023 10:00 - 27/04/2023 11:00","BZN|CZ","8055.46","8173.00"
"27/04/2023 11:00 - 27/04/2023 12:00","BZN|CZ","8017.64","8183.00"
"27/04/2023 12:00 - 27/04/2023 13:00","BZN|CZ","8065.02","8242.00"
"27/04/2023 13:00 - 27/04/2023 14:00","BZN|CZ","7955.93","8148.00"
"27/04/2023 14:00 - 27/04/2023 15:00","BZN|CZ","7767.28","7897.00"
"27/04/2023 15:00 - 27/04/2023 16:00","BZN|CZ","7695.83","7857.00"
"27/04/2023 16:00 - 27/04/2023 17:00","BZN|CZ","7570.05","7784.00"
"27/04/2023 17:00 - 27/04/2023 18:00","BZN|CZ","7454.90","7704.00"
"27/04/2023 18:00 - 27/04/2023 19:00","BZN|CZ","7355.66","7582.00"
"27/04/2023 19:00 - 27/04/2023 20:00","BZN|CZ","7458.24","7660.00"
"27/04/2023 20:00 - 27/04/2023 21:00","BZN|CZ","7560.77","7732.00"
"27/04/2023 21:00 - 27/04/2023 22:00","BZN|CZ","7319.11","7422.00"
"27/04/2023 22:00 - 27/04/2023 23:00","BZN|CZ","6992.05","7058.00"
"27/04/2023 23:00 - 28/04/2023 00:00","BZN|CZ","6606.82","6673.00"
"28/04/2023 00:00 - 28/04/2023 01:00","BZN|CZ","6274.49","6346.00"
"28/04/2023 01:00 - 28/04/2023 02:00","BZN|CZ","6339.79","6348.00"
"28/04/2023 02:00 - 28/04/2023 03:00","BZN|CZ","6223.08","6228.00"
"28/04/2023 03:00 - 28/04/2023 04:00","BZN|CZ","6140.29","6196.00"
"28/04/2023 04:00 - 28/04/2023 05:00","BZN|CZ","6290.52","6326.00"
"28/04/2023 05:00 - 28/04/2023 06:00","BZN|CZ","6741.09","6748.00"
"28/04/2023 06:00 - 28/04/2023 07:00","BZN|CZ","7698.31","7707.00"
"28/04/2023 07:00 - 28/04/2023 08:00","BZN|CZ","8105.10","8052.00"
"28/04/2023 08:00 - 28/04/2023 09:00","BZN|CZ","8157.33","8146.00"
"28/04/2023 09:00 - 28/04/2023 10:00","BZN|CZ","8188.48","8175.00"
"28/04/2023 10:00 - 28/04/2023 11:00","BZN|CZ","7991.63","8060.00"
"28/04/2023 11:00 - 28/04/2023 12:00","BZN|CZ","7880.06","8025.00"
"28/04/2023 12:00 - 28/04/2023 13:00","BZN|CZ","7847.35","8023.00"
"28/04/2023 13:00 - 28/04/2023 14:00","BZN|CZ","7810.47","7950.00"
"28/04/2023 14:00 - 28/04/2023 15:00","BZN|CZ","7614.83","7784.00"
"28/04/2023 15:00 - 28/04/2023 16:00","BZN|CZ","7713.44","7811.00"
"28/04/2023 16:00 - 28/04/2023 17:00","BZN|CZ","7676.90","7763.00"
"28/04/2023 17:00 - 28/04/2023 18:00","BZN|CZ","7645.75","7688.00"
"28/04/2023 18:00 - 28/04/2023 19:00","BZN|CZ","7501.87","7597.00"
"28/04/2023 19:00 - 28/04/2023 20:00","BZN|CZ","7421.21","7592.00"
"28/04/2023 20:00 - 28/04/2023 21:00","BZN|CZ","7307.60","7420.00"
"28/04/2023 21:00 - 28/04/2023 22:00","BZN|CZ","6912.03","7039.00"
"28/04/2023 22:00 - 28/04/2023 23:00","BZN|CZ","6486.61","6652.00"
"28/04/2023 23:00 - 29/04/2023 00:00","BZN|CZ","6082.57","6254.00"
"29/04/2023 00:00 - 29/04/2023 01:00","BZN|CZ","5632.53","5762.00"
"29/04/2023 01:00 - 29/04/2023 02:00","BZN|CZ","5468.35","5644.00"
"29/04/2023 02:00 - 29/04/2023 03:00","BZN|CZ","5409.41","5590.00"
"29/04/2023 03:00 - 29/04/2023 04:00","BZN|CZ","5461.77","5550.00"
"29/04/2023 04:00 - 29/04/2023 05:00","BZN|CZ","5487.61","5619.00"
"29/04/2023 05:00 - 29/04/2023 06:00","BZN|CZ","5493.37","5637.00"
"29/04/2023 06:00 - 29/04/2023 07:00","BZN|CZ","5730.39","5914.00"
"29/04/2023 07:00 - 29/04/2023 08:00","BZN|CZ","6150.23","6282.00"
"29/04/2023 08:00 - 29/04/2023 09:00","BZN|CZ","6499.62","6604.00"
"29/04/2023 09:00 - 29/04/2023 10:00","BZN|CZ","6749.20","6940.00"
"29/04/2023 10:00 - 29/04/2023 11:00","BZN|CZ","6986.85","7114.00"
"29/04/2023 11:00 - 29/04/2023 12:00","BZN|CZ","7092.10","7205.00"
"29/04/2023 12:00 - 29/04/2023 13:00","BZN|CZ","6921.29","7046.00"
"29/04/2023 13:00 - 29/04/2023 14:00","BZN|CZ","6773.31","6905.00"
"29/04/2023 14:00 - 29/04/2023 15:00","BZN|CZ","6561.78","6696.00"
"29/04/2023 15:00 - 29/04/2023 16:00","BZN|CZ","6570.44","6624.00"
"29/04/2023 16:00 - 29/04/2023 17:00","BZN|CZ","6457.48","6464.00"
"29/04/2023 17:00 - 29/04/2023 18:00","BZN|CZ","6328.26","6245.00"
"29/04/2023 18:00 - 29/04/2023 19:00","BZN|CZ","6255.11","6220.00"
"29/04/2023 19:00 - 29/04/2023 20:00","BZN|CZ","6297.44","6248.00"
"29/04/2023 20:00 - 29/04/2023 21:00","BZN|CZ","6423.56","6370.00"
"29/04/2023 21:00 - 29/04/2023 22:00","BZN|CZ","6181.19","6220.00"
"29/04/2023 22:00 - 29/04/2023 23:00","BZN|CZ","5936.19","5974.00"
"29/04/2023 23:00 - 30/04/2023 00:00","BZN|CZ","5641.30","5671.00"
"30/04/2023 00:00 - 30/04/2023 01:00","BZN|CZ","5279.89","5325.00"
"30/04/2023 01:00 - 30/04/2023 02:00","BZN|CZ","5163.03","5209.00"
"30/04/2023 02:00 - 30/04/2023 03:00","BZN|CZ","5151.59","5202.00"
"30/04/2023 03:00 - 30/04/2023 04:00","BZN|CZ","5161.36","5220.00"
"30/04/2023 04:00 - 30/04/2023 05:00","BZN|CZ","5237.19","5256.00"
"30/04/2023 05:00 - 30/04/2023 06:00","BZN|CZ","5182.27","5168.00"
"30/04/2023 06:00 - 30/04/2023 07:00","BZN|CZ","5313.29","5314.00"
"30/04/2023 07:00 - 30/04/2023 08:00","BZN|CZ","5665.73","5690.00"
"30/04/2023 08:00 - 30/04/2023 09:00","BZN|CZ","6057.07","6030.00"
"30/04/2023 09:00 - 30/04/2023 10:00","BZN|CZ","6334.27","6407.00"
"30/04/2023 10:00 - 30/04/2023 11:00","BZN|CZ","6571.89","6657.00"
"30/04/2023 11:00 - 30/04/2023 12:00","BZN|CZ","6580.19","6755.00"
"30/04/2023 12:00 - 30/04/2023 13:00","BZN|CZ","6395.49","6561.00"
"30/04/2023 13:00 - 30/04/2023 14:00","BZN|CZ","6213.18","6451.00"
"30/04/2023 14:00 - 30/04/2023 15:00","BZN|CZ","6035.99","6248.00"
"30/04/2023 15:00 - 30/04/2023 16:00","BZN|CZ","5954.11","6220.00"
"30/04/2023 16:00 - 30/04/2023 17:00","BZN|CZ","5841.37","6126.00"
"30/04/2023 17:00 - 30/04/2023 18:00","BZN|CZ","5652.13","6030.00"
"30/04/2023 18:00 - 30/04/2023 19:00","BZN|CZ","5595.12","6114.00"
"30/04/2023 19:00 - 30/04/2023 20:00","BZN|CZ","5721.08","6210.00"
"30/04/2023 20:00 - 30/04/2023 21:00","BZN|CZ","5972.62","6465.00"
"30/04/2023 21:00 - 30/04/2023 22:00","BZN|CZ","5950.01","6359.00"
"30/04/2023 22:00 - 30/04/2023 23:00","BZN|CZ","5769.90","6260.00"
"30/04/2023 23:00 - 01/05/2023 00:00","BZN|CZ","5523.14","6020.00"
"01/05/2023 00:00 - 01/05/2023 01:00","BZN|CZ","5187.50","5376.00"
"01/05/2023 01:00 - 01/05/2023 02:00","BZN|CZ","5046.69","5315.00"
"01/05/2023 02:00 - 01/05/2023 03:00","BZN|CZ","5033.96","5278.00"
"01/05/2023 03:00 - 01/05/2023 04:00","BZN|CZ","4989.34","5269.00"
"01/05/2023 04:00 - 01/05/2023 05:00","BZN|CZ","5053.25","5349.00"
"01/05/2023 05:00 - 01/05/2023 06:00","BZN|CZ","5022.88","5376.00"
"01/05/2023 06:00 - 01/05/2023 07:00","BZN|CZ","5134.81","5571.00"
"01/05/2023 07:00 - 01/05/2023 08:00","BZN|CZ","5403.54","5890.00"
"01/05/2023 08:00 - 01/05/2023 09:00","BZN|CZ","5704.37","6078.00"
"01/05/2023 09:00 - 01/05/2023 10:00","BZN|CZ","5963.28","6255.00"
"01/05/2023 10:00 - 01/05/2023 11:00","BZN|CZ","6165.81","6343.00"
"01/05/2023 11:00 - 01/05/2023 12:00","BZN|CZ","6234.36","6498.00"
"01/05/2023 12:00 - 01/05/2023 13:00","BZN|CZ","6132.83","6480.00"
"01/05/2023 13:00 - 01/05/2023 14:00","BZN|CZ","5963.57","6348.00"
"01/05/2023 14:00 - 01/05/2023 15:00","BZN|CZ","5907.71","6118.00"
"01/05/2023 15:00 - 01/05/2023 16:00","BZN|CZ","5947.72","6085.00"
"01/05/2023 16:00 - 01/05/2023 17:00","BZN|CZ","5908.91","6059.00"
"01/05/2023 17:00 - 01/05/2023 18:00","BZN|CZ","5902.02","6045.00"
"01/05/2023 18:00 - 01/05/2023 19:00","BZN|CZ","6047.58","6070.00"
"01/05/2023 19:00 - 01/05/2023 20:00","BZN|CZ","6263.17","6177.00"
"01/05/2023 20:00 - 01/05/2023 21:00","BZN|CZ","6391.38","6391.00"
"01/05/2023 21:00 - 01/05/2023 22:00","BZN|CZ","6125.77","6291.00"
"01/05/2023 22:00 - 01/05/2023 23:00","BZN|CZ","5947.20","6080.00"
"01/05/2023 23:00 - 02/05/2023 00:00","BZN|CZ","5668.06","5774.00"
"02/05/2023 00:00 - 02/05/2023 01:00","BZN|CZ","5414.43","5516.00"
"02/05/2023 01:00 - 02/05/2023 02:00","BZN|CZ","5504.62","5437.00"
"02/05/2023 02:00 - 02/05/2023 03:00","BZN|CZ","5413.08","5358.00"
"02/05/2023 03:00 - 02/05/2023 04:00","BZN|CZ","5329.42","5287.00"
"02/05/2023 04:00 - 02/05/2023 05:00","BZN|CZ","5450.10","5482.00"
"02/05/2023 05:00 - 02/05/2023 06:00","BZN|CZ","5947.71","5945.00"
"02/05/2023 06:00 - 02/05/2023 07:00","BZN|CZ","7015.40","7081.00"
"02/05/2023 07:00 - 02/05/2023 08:00","BZN|CZ","7539.60","7535.00"
"02/05/2023 08:00 - 02/05/2023 09:00","BZN|CZ","7748.48","7729.00"
"02/05/2023 09:00 - 02/05/2023 10:00","BZN|CZ","7846.28","7823.00"
"02/05/2023 10:00 - 02/05/2023 11:00","BZN|CZ","7767.50","7731.00"
"02/05/2023 11:00 - 02/05/2023 12:00","BZN|CZ","7799.46","7747.00"
"02/05/2023 12:00 - 02/05/2023 13:00","BZN|CZ","7842.17","7776.00"
"02/05/2023 13:00 - 02/05/2023 14:00","BZN|CZ","7808.69","7724.00"
"02/05/2023 14:00 - 02/05/2023 15:00","BZN|CZ","7608.61","7566.00"
"02/05/2023 15:00 - 02/05/2023 16:00","BZN|CZ","7613.21","7570.00"
"02/05/2023 16:00 - 02/05/2023 17:00","BZN|CZ","7533.54","7552.00"
"02/05/2023 17:00 - 02/05/2023 18:00","BZN|CZ","7473.84","7449.00"
"02/05/2023 18:00 - 02/05/2023 19:00","BZN|CZ","7361.38","7345.00"
"02/05/2023 19:00 - 02/05/2023 20:00","BZN|CZ","7297.73","7407.00"
"02/05/2023 20:00 - 02/05/2023 21:00","BZN|CZ","7162.67","7390.00"
"02/05/2023 21:00 - 02/05/2023 22:00","BZN|CZ","6882.65","7085.00"
"02/05/2023 22:00 - 02/05/2023 23:00","BZN|CZ","6516.16","6731.00"
"02/05/2023 23:00 - 03/05/2023 00:00","BZN|CZ","6095.22","6317.00"
"03/05/2023 00:00 - 03/05/2023 01:00","BZN|CZ","5931.44","5913.00"
"03/05/2023 01:00 - 03/05/2023 02:00","BZN|CZ","5937.77","5946.00"
"03/05/2023 02:00 - 03/05/2023 03:00","BZN|CZ","5786.01","5840.00"
"03/05/2023 03:00 - 03/05/2023 04:00","BZN|CZ","5772.36","5754.00"
"03/05/2023 04:00 - 03/05/2023 05:00","BZN|CZ","5924.23","5880.00"
"03/05/2023 05:00 - 03/05/2023 06:00","BZN|CZ","6372.28","6299.00"
"03/05/2023 06:00 - 03/05/2023 07:00","BZN|CZ","7370.51","7257.00"
"03/05/2023 07:00 - 03/05/2023 08:00","BZN|CZ","7863.67","7703.00"
"03/05/2023 08:00 - 03/05/2023 09:00","BZN|CZ","7988.98","7871.00"
"03/05/2023 09:00 - 03/05/2023 10:00","BZN|CZ","8055.14","7948.00"
"03/05/2023 10:00 - 03/05/2023 11:00","BZN|CZ","7905.08","7880.00"
"03/05/2023 11:00 - 03/05/2023 12:00","BZN|CZ","7864.32","7871.00"
"03/05/2023 12:00 - 03/05/2023 13:00","BZN|CZ","7829.08","7856.00"
"03/05/2023 13:00 - 03/05/2023 14:00","BZN|CZ","7688.45","7739.00"
"03/05/2023 14:00 - 03/05/2023 15:00","BZN|CZ","7497.06","7578.00"
"03/05/2023 15:00 - 03/05/2023 16:00","BZN|CZ","7416.30","7552.00"
"03/05/2023 16:00 - 03/05/2023 17:00","BZN|CZ","7223.01","7471.00"
"03/05/2023 17:00 - 03/05/2023 18:00","BZN|CZ","7201.44","7389.00"
"03/05/2023 18:00 - 03/05/2023 19:00","BZN|CZ","7154.45","7333.00"
"03/05/2023 19:00 - 03/05/2023 20:00","BZN|CZ","7214.38","7437.00"
