"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"16/07/2023 21:00 - 16/07/2023 22:00","BZN|CZ","5875.28","5965.00"
"16/07/2023 22:00 - 16/07/2023 23:00","BZN|CZ","5876.16","5862.00"
"16/07/2023 23:00 - 17/07/2023 00:00","BZN|CZ","5543.62","5536.00"
"17/07/2023 00:00 - 17/07/2023 01:00","BZN|CZ","5277.47","5265.00"
"17/07/2023 01:00 - 17/07/2023 02:00","BZN|CZ","5237.66","5192.00"
"17/07/2023 02:00 - 17/07/2023 03:00","BZN|CZ","5030.57","5015.00"
"17/07/2023 03:00 - 17/07/2023 04:00","BZN|CZ","4967.85","4939.00"
"17/07/2023 04:00 - 17/07/2023 05:00","BZN|CZ","5046.38","4994.00"
"17/07/2023 05:00 - 17/07/2023 06:00","BZN|CZ","5318.28","5258.00"
"17/07/2023 06:00 - 17/07/2023 07:00","BZN|CZ","6281.50","6209.00"
"17/07/2023 07:00 - 17/07/2023 08:00","BZN|CZ","6850.45","6814.00"
"17/07/2023 08:00 - 17/07/2023 09:00","BZN|CZ","7257.78","7222.00"
"17/07/2023 09:00 - 17/07/2023 10:00","BZN|CZ","7560.53","7551.00"
"17/07/2023 10:00 - 17/07/2023 11:00","BZN|CZ","7699.28","7636.00"
"17/07/2023 11:00 - 17/07/2023 12:00","BZN|CZ","7796.92","7785.00"
"17/07/2023 12:00 - 17/07/2023 13:00","BZN|CZ","7860.34","7851.00"
"17/07/2023 13:00 - 17/07/2023 14:00","BZN|CZ","7805.94","7761.00"
"17/07/2023 14:00 - 17/07/2023 15:00","BZN|CZ","7641.03","7563.00"
"17/07/2023 15:00 - 17/07/2023 16:00","BZN|CZ","7589.58","7537.00"
"17/07/2023 16:00 - 17/07/2023 17:00","BZN|CZ","7426.78","7410.00"
"17/07/2023 17:00 - 17/07/2023 18:00","BZN|CZ","7199.99","7225.00"
"17/07/2023 18:00 - 17/07/2023 19:00","BZN|CZ","6949.86","6969.00"
"17/07/2023 19:00 - 17/07/2023 20:00","BZN|CZ","6875.51","6860.00"
"17/07/2023 20:00 - 17/07/2023 21:00","BZN|CZ","6660.63","6658.00"
"17/07/2023 21:00 - 17/07/2023 22:00","BZN|CZ","6530.58","6520.00"
"17/07/2023 22:00 - 17/07/2023 23:00","BZN|CZ","6216.71","6219.00"
"17/07/2023 23:00 - 18/07/2023 00:00","BZN|CZ","5789.81","5796.00"
"18/07/2023 00:00 - 18/07/2023 01:00","BZN|CZ","5466.13","5467.00"
"18/07/2023 01:00 - 18/07/2023 02:00","BZN|CZ","5370.71","5391.00"
"18/07/2023 02:00 - 18/07/2023 03:00","BZN|CZ","5180.71","5214.00"
"18/07/2023 03:00 - 18/07/2023 04:00","BZN|CZ","5112.32","5134.00"
"18/07/2023 04:00 - 18/07/2023 05:00","BZN|CZ","5140.06","5186.00"
"18/07/2023 05:00 - 18/07/2023 06:00","BZN|CZ","5374.85","5428.00"
"18/07/2023 06:00 - 18/07/2023 07:00","BZN|CZ","6204.13","6339.00"
"18/07/2023 07:00 - 18/07/2023 08:00","BZN|CZ","6800.58","6876.00"
"18/07/2023 08:00 - 18/07/2023 09:00","BZN|CZ","7258.43","7252.00"
"18/07/2023 09:00 - 18/07/2023 10:00","BZN|CZ","7609.73","7504.00"
"18/07/2023 10:00 - 18/07/2023 11:00","BZN|CZ","7667.01","7623.00"
"18/07/2023 11:00 - 18/07/2023 12:00","BZN|CZ","7806.24","7736.00"
"18/07/2023 12:00 - 18/07/2023 13:00","BZN|CZ","7858.61","7803.00"
"18/07/2023 13:00 - 18/07/2023 14:00","BZN|CZ","7742.96","7749.00"
"18/07/2023 14:00 - 18/07/2023 15:00","BZN|CZ","7579.93","7585.00"
"18/07/2023 15:00 - 18/07/2023 16:00","BZN|CZ","7500.28","7540.00"
"18/07/2023 16:00 - 18/07/2023 17:00","BZN|CZ","7368.43","7400.00"
"18/07/2023 17:00 - 18/07/2023 18:00","BZN|CZ","7211.43","7191.00"
"18/07/2023 18:00 - 18/07/2023 19:00","BZN|CZ","6810.60","6933.00"
"18/07/2023 19:00 - 18/07/2023 20:00","BZN|CZ","6717.78","6826.00"
"18/07/2023 20:00 - 18/07/2023 21:00","BZN|CZ","6523.03","6628.00"
"18/07/2023 21:00 - 18/07/2023 22:00","BZN|CZ","6403.40","6518.00"
"18/07/2023 22:00 - 18/07/2023 23:00","BZN|CZ","6170.55","6240.00"
"18/07/2023 23:00 - 19/07/2023 00:00","BZN|CZ","5724.67","5828.00"
"19/07/2023 00:00 - 19/07/2023 01:00","BZN|CZ","5419.87","5522.00"
"19/07/2023 01:00 - 19/07/2023 02:00","BZN|CZ","5325.67","5438.00"
"19/07/2023 02:00 - 19/07/2023 03:00","BZN|CZ","5145.85","5237.00"
"19/07/2023 03:00 - 19/07/2023 04:00","BZN|CZ","5090.19","5168.00"
"19/07/2023 04:00 - 19/07/2023 05:00","BZN|CZ","5155.20","5209.00"
"19/07/2023 05:00 - 19/07/2023 06:00","BZN|CZ","5353.54","5444.00"
"19/07/2023 06:00 - 19/07/2023 07:00","BZN|CZ","6170.65","6296.00"
"19/07/2023 07:00 - 19/07/2023 08:00","BZN|CZ","6785.53","6862.00"
"19/07/2023 08:00 - 19/07/2023 09:00","BZN|CZ","7223.32","7231.00"
"19/07/2023 09:00 - 19/07/2023 10:00","BZN|CZ","7559.33","7545.00"
"19/07/2023 10:00 - 19/07/2023 11:00","BZN|CZ","7694.88","7668.00"
"19/07/2023 11:00 - 19/07/2023 12:00","BZN|CZ","7861.35","7818.00"
"19/07/2023 12:00 - 19/07/2023 13:00","BZN|CZ","7851.49","7872.00"
"19/07/2023 13:00 - 19/07/2023 14:00","BZN|CZ","7765.90","7784.00"
"19/07/2023 14:00 - 19/07/2023 15:00","BZN|CZ","7533.29","7599.00"
"19/07/2023 15:00 - 19/07/2023 16:00","BZN|CZ","7458.67","7543.00"
"19/07/2023 16:00 - 19/07/2023 17:00","BZN|CZ","7264.20","7422.00"
"19/07/2023 17:00 - 19/07/2023 18:00","BZN|CZ","7053.29","7208.00"
"19/07/2023 18:00 - 19/07/2023 19:00","BZN|CZ","6826.93","6943.00"
"19/07/2023 19:00 - 19/07/2023 20:00","BZN|CZ","6733.72","6846.00"
"19/07/2023 20:00 - 19/07/2023 21:00","BZN|CZ","6535.61","6658.00"
"19/07/2023 21:00 - 19/07/2023 22:00","BZN|CZ","6446.73","6553.00"
"19/07/2023 22:00 - 19/07/2023 23:00","BZN|CZ","6146.30","6245.00"
"19/07/2023 23:00 - 20/07/2023 00:00","BZN|CZ","5727.61","5832.00"
"20/07/2023 00:00 - 20/07/2023 01:00","BZN|CZ","5407.22","5456.00"
"20/07/2023 01:00 - 20/07/2023 02:00","BZN|CZ","5329.68","5364.00"
"20/07/2023 02:00 - 20/07/2023 03:00","BZN|CZ","5171.98","5163.00"
"20/07/2023 03:00 - 20/07/2023 04:00","BZN|CZ","5079.29","5129.00"
"20/07/2023 04:00 - 20/07/2023 05:00","BZN|CZ","5141.24","5181.00"
"20/07/2023 05:00 - 20/07/2023 06:00","BZN|CZ","5349.00","5408.00"
"20/07/2023 06:00 - 20/07/2023 07:00","BZN|CZ","6192.91","6291.00"
"20/07/2023 07:00 - 20/07/2023 08:00","BZN|CZ","6800.29","6847.00"
"20/07/2023 08:00 - 20/07/2023 09:00","BZN|CZ","7211.95","7225.00"
"20/07/2023 09:00 - 20/07/2023 10:00","BZN|CZ","7486.94","7523.00"
"20/07/2023 10:00 - 20/07/2023 11:00","BZN|CZ","7503.75","7567.00"
"20/07/2023 11:00 - 20/07/2023 12:00","BZN|CZ","7647.18","7687.00"
"20/07/2023 12:00 - 20/07/2023 13:00","BZN|CZ","7682.16","7733.00"
"20/07/2023 13:00 - 20/07/2023 14:00","BZN|CZ","7548.27","7620.00"
"20/07/2023 14:00 - 20/07/2023 15:00","BZN|CZ","7305.36","7432.00"
"20/07/2023 15:00 - 20/07/2023 16:00","BZN|CZ","7268.94","7372.00"
"20/07/2023 16:00 - 20/07/2023 17:00","BZN|CZ","7064.93","7242.00"
"20/07/2023 17:00 - 20/07/2023 18:00","BZN|CZ","6897.21","7040.00"
"20/07/2023 18:00 - 20/07/2023 19:00","BZN|CZ","6696.61","6758.00"
"20/07/2023 19:00 - 20/07/2023 20:00","BZN|CZ","6605.14","6665.00"
"20/07/2023 20:00 - 20/07/2023 21:00","BZN|CZ","6447.49","6462.00"
"20/07/2023 21:00 - 20/07/2023 22:00","BZN|CZ","6361.75","6356.00"
"20/07/2023 22:00 - 20/07/2023 23:00","BZN|CZ","6054.81","6079.00"
"20/07/2023 23:00 - 21/07/2023 00:00","BZN|CZ","5657.04","5661.00"
"21/07/2023 00:00 - 21/07/2023 01:00","BZN|CZ","5338.19","5300.00"
"21/07/2023 01:00 - 21/07/2023 02:00","BZN|CZ","5258.64","5218.00"
"21/07/2023 02:00 - 21/07/2023 03:00","BZN|CZ","5080.32","5035.00"
"21/07/2023 03:00 - 21/07/2023 04:00","BZN|CZ","4997.99","4977.00"
"21/07/2023 04:00 - 21/07/2023 05:00","BZN|CZ","5042.20","5030.00"
"21/07/2023 05:00 - 21/07/2023 06:00","BZN|CZ","5231.16","5258.00"
"21/07/2023 06:00 - 21/07/2023 07:00","BZN|CZ","6033.80","6125.00"
"21/07/2023 07:00 - 21/07/2023 08:00","BZN|CZ","6551.72","6670.00"
"21/07/2023 08:00 - 21/07/2023 09:00","BZN|CZ","6925.66","7035.00"
"21/07/2023 09:00 - 21/07/2023 10:00","BZN|CZ","7256.84","7329.00"
"21/07/2023 10:00 - 21/07/2023 11:00","BZN|CZ","7344.29","7406.00"
"21/07/2023 11:00 - 21/07/2023 12:00","BZN|CZ","7455.16","7541.00"
"21/07/2023 12:00 - 21/07/2023 13:00","BZN|CZ","7459.85","7534.00"
"21/07/2023 13:00 - 21/07/2023 14:00","BZN|CZ","7331.11","7416.00"
"21/07/2023 14:00 - 21/07/2023 15:00","BZN|CZ","7085.82","7183.00"
"21/07/2023 15:00 - 21/07/2023 16:00","BZN|CZ","7039.99","7104.00"
"21/07/2023 16:00 - 21/07/2023 17:00","BZN|CZ","6897.92","6942.00"
"21/07/2023 17:00 - 21/07/2023 18:00","BZN|CZ","6630.38","6712.00"
"21/07/2023 18:00 - 21/07/2023 19:00","BZN|CZ","6372.07","6463.00"
"21/07/2023 19:00 - 21/07/2023 20:00","BZN|CZ","6193.80","6291.00"
"21/07/2023 20:00 - 21/07/2023 21:00","BZN|CZ","5970.08","6096.00"
"21/07/2023 21:00 - 21/07/2023 22:00","BZN|CZ","5821.56","5950.00"
"21/07/2023 22:00 - 21/07/2023 23:00","BZN|CZ","5491.59","5607.00"
"21/07/2023 23:00 - 22/07/2023 00:00","BZN|CZ","5095.01","5209.00"
"22/07/2023 00:00 - 22/07/2023 01:00","BZN|CZ","4747.26","4776.00"
"22/07/2023 01:00 - 22/07/2023 02:00","BZN|CZ","4578.32","4633.00"
"22/07/2023 02:00 - 22/07/2023 03:00","BZN|CZ","4498.57","4524.00"
"22/07/2023 03:00 - 22/07/2023 04:00","BZN|CZ","4514.66","4540.00"
"22/07/2023 04:00 - 22/07/2023 05:00","BZN|CZ","4496.42","4521.00"
"22/07/2023 05:00 - 22/07/2023 06:00","BZN|CZ","4391.89","4431.00"
"22/07/2023 06:00 - 22/07/2023 07:00","BZN|CZ","4625.80","4619.00"
"22/07/2023 07:00 - 22/07/2023 08:00","BZN|CZ","5026.65","5094.00"
"22/07/2023 08:00 - 22/07/2023 09:00","BZN|CZ","5506.03","5571.00"
"22/07/2023 09:00 - 22/07/2023 10:00","BZN|CZ","5899.99","5966.00"
"22/07/2023 10:00 - 22/07/2023 11:00","BZN|CZ","6258.74","6207.00"
"22/07/2023 11:00 - 22/07/2023 12:00","BZN|CZ","6389.79","6377.00"
"22/07/2023 12:00 - 22/07/2023 13:00","BZN|CZ","6182.54","6284.00"
"22/07/2023 13:00 - 22/07/2023 14:00","BZN|CZ","6111.65","6162.00"
"22/07/2023 14:00 - 22/07/2023 15:00","BZN|CZ","5931.40","5983.00"
"22/07/2023 15:00 - 22/07/2023 16:00","BZN|CZ","5878.78","5924.00"
"22/07/2023 16:00 - 22/07/2023 17:00","BZN|CZ","5727.71","5783.00"
"22/07/2023 17:00 - 22/07/2023 18:00","BZN|CZ","5469.56","5539.00"
"22/07/2023 18:00 - 22/07/2023 19:00","BZN|CZ","5330.25","5418.00"
"22/07/2023 19:00 - 22/07/2023 20:00","BZN|CZ","5244.88","5366.00"
"22/07/2023 20:00 - 22/07/2023 21:00","BZN|CZ","5123.80","5260.00"
"22/07/2023 21:00 - 22/07/2023 22:00","BZN|CZ","5136.34","5337.00"
"22/07/2023 22:00 - 22/07/2023 23:00","BZN|CZ","5017.48","5155.00"
"22/07/2023 23:00 - 23/07/2023 00:00","BZN|CZ","4715.15","4841.00"
"23/07/2023 00:00 - 23/07/2023 01:00","BZN|CZ","4377.29","4486.00"
"23/07/2023 01:00 - 23/07/2023 02:00","BZN|CZ","4282.06","4372.00"
"23/07/2023 02:00 - 23/07/2023 03:00","BZN|CZ","4272.99","4280.00"
"23/07/2023 03:00 - 23/07/2023 04:00","BZN|CZ","4240.95","4262.00"
"23/07/2023 04:00 - 23/07/2023 05:00","BZN|CZ","4240.54","4253.00"
"23/07/2023 05:00 - 23/07/2023 06:00","BZN|CZ","4070.93","4122.00"
"23/07/2023 06:00 - 23/07/2023 07:00","BZN|CZ","4227.97","4243.00"
"23/07/2023 07:00 - 23/07/2023 08:00","BZN|CZ","4638.88","4664.00"
"23/07/2023 08:00 - 23/07/2023 09:00","BZN|CZ","5175.31","5168.00"
"23/07/2023 09:00 - 23/07/2023 10:00","BZN|CZ","5690.06","5656.00"
"23/07/2023 10:00 - 23/07/2023 11:00","BZN|CZ","6107.93","5999.00"
"23/07/2023 11:00 - 23/07/2023 12:00","BZN|CZ","6299.97","6231.00"
"23/07/2023 12:00 - 23/07/2023 13:00","BZN|CZ","6146.49","6114.00"
"23/07/2023 13:00 - 23/07/2023 14:00","BZN|CZ","6076.63","6034.00"
"23/07/2023 14:00 - 23/07/2023 15:00","BZN|CZ","5944.40","5924.00"
"23/07/2023 15:00 - 23/07/2023 16:00","BZN|CZ","5901.13","5922.00"
"23/07/2023 16:00 - 23/07/2023 17:00","BZN|CZ","5774.73","5847.00"
"23/07/2023 17:00 - 23/07/2023 18:00","BZN|CZ","5617.35","5669.00"
"23/07/2023 18:00 - 23/07/2023 19:00","BZN|CZ","5560.73","5662.00"
"23/07/2023 19:00 - 23/07/2023 20:00","BZN|CZ","5548.99","5670.00"
"23/07/2023 20:00 - 23/07/2023 21:00","BZN|CZ","5503.75","5621.00"
"23/07/2023 21:00 - 23/07/2023 22:00","BZN|CZ","5492.83","5705.00"
"23/07/2023 22:00 - 23/07/2023 23:00","BZN|CZ","5383.64","5636.00"
"23/07/2023 23:00 - 24/07/2023 00:00","BZN|CZ","5032.53","5327.00"
"24/07/2023 00:00 - 24/07/2023 01:00","BZN|CZ","4866.03","4981.00"
"24/07/2023 01:00 - 24/07/2023 02:00","BZN|CZ","4839.17","4937.00"
"24/07/2023 02:00 - 24/07/2023 03:00","BZN|CZ","4645.84","4772.00"
"24/07/2023 03:00 - 24/07/2023 04:00","BZN|CZ","4565.03","4705.00"
"24/07/2023 04:00 - 24/07/2023 05:00","BZN|CZ","4653.19","4744.00"
"24/07/2023 05:00 - 24/07/2023 06:00","BZN|CZ","4892.96","5013.00"
"24/07/2023 06:00 - 24/07/2023 07:00","BZN|CZ","5664.75","5922.00"
"24/07/2023 07:00 - 24/07/2023 08:00","BZN|CZ","6204.56","6533.00"
"24/07/2023 08:00 - 24/07/2023 09:00","BZN|CZ","6627.94","6940.00"
"24/07/2023 09:00 - 24/07/2023 10:00","BZN|CZ","6902.81","7267.00"
"24/07/2023 10:00 - 24/07/2023 11:00","BZN|CZ","7081.42","7392.00"
"24/07/2023 11:00 - 24/07/2023 12:00","BZN|CZ","7276.16","7589.00"
"24/07/2023 12:00 - 24/07/2023 13:00","BZN|CZ","7302.88","7668.00"
"24/07/2023 13:00 - 24/07/2023 14:00","BZN|CZ","7280.41","7558.00"
"24/07/2023 14:00 - 24/07/2023 15:00","BZN|CZ","7099.81","7326.00"
"24/07/2023 15:00 - 24/07/2023 16:00","BZN|CZ","6949.67","7252.00"
"24/07/2023 16:00 - 24/07/2023 17:00","BZN|CZ","6808.93","7119.00"
"24/07/2023 17:00 - 24/07/2023 18:00","BZN|CZ","6614.10","6907.00"
"24/07/2023 18:00 - 24/07/2023 19:00","BZN|CZ","6358.52","6649.00"
"24/07/2023 19:00 - 24/07/2023 20:00","BZN|CZ","6257.97","6556.00"
"24/07/2023 20:00 - 24/07/2023 21:00","BZN|CZ","6074.64","6372.00"
"24/07/2023 21:00 - 24/07/2023 22:00","BZN|CZ","5972.62","6233.00"
"24/07/2023 22:00 - 24/07/2023 23:00","BZN|CZ","5698.66","5943.00"
"24/07/2023 23:00 - 25/07/2023 00:00","BZN|CZ","5297.58","5523.00"
"25/07/2023 00:00 - 25/07/2023 01:00","BZN|CZ","4977.97","5166.00"
"25/07/2023 01:00 - 25/07/2023 02:00","BZN|CZ","4911.49","5102.00"
"25/07/2023 02:00 - 25/07/2023 03:00","BZN|CZ","4775.41","4930.00"
"25/07/2023 03:00 - 25/07/2023 04:00","BZN|CZ","4672.27","4854.00"
"25/07/2023 04:00 - 25/07/2023 05:00","BZN|CZ","4744.16","4873.00"
"25/07/2023 05:00 - 25/07/2023 06:00","BZN|CZ","4954.01","5051.00"
"25/07/2023 06:00 - 25/07/2023 07:00","BZN|CZ","5783.01","5764.00"
"25/07/2023 07:00 - 25/07/2023 08:00","BZN|CZ","6311.27","6351.00"
"25/07/2023 08:00 - 25/07/2023 09:00","BZN|CZ","6663.10","6801.00"
"25/07/2023 09:00 - 25/07/2023 10:00","BZN|CZ","6863.60","7100.00"
"25/07/2023 10:00 - 25/07/2023 11:00","BZN|CZ","6923.38","7115.00"
"25/07/2023 11:00 - 25/07/2023 12:00","BZN|CZ","7051.23","7300.00"
"25/07/2023 12:00 - 25/07/2023 13:00","BZN|CZ","7125.72","7274.00"
"25/07/2023 13:00 - 25/07/2023 14:00","BZN|CZ","6962.41","7101.00"
"25/07/2023 14:00 - 25/07/2023 15:00","BZN|CZ","6757.80","6894.00"
"25/07/2023 15:00 - 25/07/2023 16:00","BZN|CZ","6717.93","6887.00"
"25/07/2023 16:00 - 25/07/2023 17:00","BZN|CZ","6607.58","6806.00"
"25/07/2023 17:00 - 25/07/2023 18:00","BZN|CZ","6450.73","6684.00"
"25/07/2023 18:00 - 25/07/2023 19:00","BZN|CZ","6245.38","6464.00"
"25/07/2023 19:00 - 25/07/2023 20:00","BZN|CZ","6152.94","6407.00"
"25/07/2023 20:00 - 25/07/2023 21:00","BZN|CZ","5995.11","6251.00"
"25/07/2023 21:00 - 25/07/2023 22:00","BZN|CZ","5888.03","6087.00"
"25/07/2023 22:00 - 25/07/2023 23:00","BZN|CZ","5588.08","5782.00"
"25/07/2023 23:00 - 26/07/2023 00:00","BZN|CZ","5165.49","5375.00"
"26/07/2023 00:00 - 26/07/2023 01:00","BZN|CZ","4865.76","4942.00"
"26/07/2023 01:00 - 26/07/2023 02:00","BZN|CZ","4836.28","4878.00"
"26/07/2023 02:00 - 26/07/2023 03:00","BZN|CZ","4690.71","4708.00"
"26/07/2023 03:00 - 26/07/2023 04:00","BZN|CZ","4582.86","4657.00"
"26/07/2023 04:00 - 26/07/2023 05:00","BZN|CZ","4635.44","4737.00"
"26/07/2023 05:00 - 26/07/2023 06:00","BZN|CZ","4877.48","5027.00"
"26/07/2023 06:00 - 26/07/2023 07:00","BZN|CZ","5635.98","5872.00"
"26/07/2023 07:00 - 26/07/2023 08:00","BZN|CZ","6141.01","6435.00"
"26/07/2023 08:00 - 26/07/2023 09:00","BZN|CZ","6460.01","6776.00"
"26/07/2023 09:00 - 26/07/2023 10:00","BZN|CZ","6744.08","7061.00"
"26/07/2023 10:00 - 26/07/2023 11:00","BZN|CZ","6873.60","7076.00"
"26/07/2023 11:00 - 26/07/2023 12:00","BZN|CZ","7011.50","7196.00"
"26/07/2023 12:00 - 26/07/2023 13:00","BZN|CZ","7046.85","7223.00"
"26/07/2023 13:00 - 26/07/2023 14:00","BZN|CZ","6953.53","7125.00"
"26/07/2023 14:00 - 26/07/2023 15:00","BZN|CZ","6758.31","6928.00"
"26/07/2023 15:00 - 26/07/2023 16:00","BZN|CZ","6636.43","6869.00"
"26/07/2023 16:00 - 26/07/2023 17:00","BZN|CZ","6452.32","6741.00"
"26/07/2023 17:00 - 26/07/2023 18:00","BZN|CZ","6301.39","6576.00"
"26/07/2023 18:00 - 26/07/2023 19:00","BZN|CZ","6085.39","6334.00"
"26/07/2023 19:00 - 26/07/2023 20:00","BZN|CZ","5976.93","6290.00"
"26/07/2023 20:00 - 26/07/2023 21:00","BZN|CZ","5814.09","6152.00"
"26/07/2023 21:00 - 26/07/2023 22:00","BZN|CZ","5785.44","6001.00"
"26/07/2023 22:00 - 26/07/2023 23:00","BZN|CZ","5519.11","5706.00"
"26/07/2023 23:00 - 27/07/2023 00:00","BZN|CZ","5082.09","5317.00"
"27/07/2023 00:00 - 27/07/2023 01:00","BZN|CZ","4802.87","4892.00"
"27/07/2023 01:00 - 27/07/2023 02:00","BZN|CZ","4782.59","4834.00"
"27/07/2023 02:00 - 27/07/2023 03:00","BZN|CZ","4633.75","4684.00"
"27/07/2023 03:00 - 27/07/2023 04:00","BZN|CZ","4577.11","4620.00"
"27/07/2023 04:00 - 27/07/2023 05:00","BZN|CZ","4640.64","4707.00"
"27/07/2023 05:00 - 27/07/2023 06:00","BZN|CZ","4842.47","4999.00"
"27/07/2023 06:00 - 27/07/2023 07:00","BZN|CZ","5555.69","5850.00"
"27/07/2023 07:00 - 27/07/2023 08:00","BZN|CZ","6120.11","6407.00"
"27/07/2023 08:00 - 27/07/2023 09:00","BZN|CZ","6499.58","6725.00"
"27/07/2023 09:00 - 27/07/2023 10:00","BZN|CZ","6778.38","6963.00"
"27/07/2023 10:00 - 27/07/2023 11:00","BZN|CZ","6860.78","7007.00"
"27/07/2023 11:00 - 27/07/2023 12:00","BZN|CZ","6978.47","7126.00"
"27/07/2023 12:00 - 27/07/2023 13:00","BZN|CZ","7000.48","7113.00"
"27/07/2023 13:00 - 27/07/2023 14:00","BZN|CZ","6882.94","7015.00"
"27/07/2023 14:00 - 27/07/2023 15:00","BZN|CZ","6700.66","6832.00"
"27/07/2023 15:00 - 27/07/2023 16:00","BZN|CZ","6634.22","6785.00"
"27/07/2023 16:00 - 27/07/2023 17:00","BZN|CZ","6437.68","6665.00"
"27/07/2023 17:00 - 27/07/2023 18:00","BZN|CZ","6267.90","6489.00"
"27/07/2023 18:00 - 27/07/2023 19:00","BZN|CZ","6106.60","6289.00"
"27/07/2023 19:00 - 27/07/2023 20:00","BZN|CZ","6015.66","6245.00"
"27/07/2023 20:00 - 27/07/2023 21:00","BZN|CZ","5869.61","6123.00"
"27/07/2023 21:00 - 27/07/2023 22:00","BZN|CZ","5732.66","5958.00"
"27/07/2023 22:00 - 27/07/2023 23:00","BZN|CZ","5454.48","5666.00"
"27/07/2023 23:00 - 28/07/2023 00:00","BZN|CZ","5058.07","5261.00"
"28/07/2023 00:00 - 28/07/2023 01:00","BZN|CZ","4790.32","4679.00"
"28/07/2023 01:00 - 28/07/2023 02:00","BZN|CZ","4738.66","4625.00"
"28/07/2023 02:00 - 28/07/2023 03:00","BZN|CZ","4613.10","4495.00"
"28/07/2023 03:00 - 28/07/2023 04:00","BZN|CZ","4504.35","4446.00"
"28/07/2023 04:00 - 28/07/2023 05:00","BZN|CZ","4566.28","4518.00"
"28/07/2023 05:00 - 28/07/2023 06:00","BZN|CZ","4822.83","4745.00"
"28/07/2023 06:00 - 28/07/2023 07:00","BZN|CZ","5496.64","5503.00"
"28/07/2023 07:00 - 28/07/2023 08:00","BZN|CZ","6012.49","6054.00"
"28/07/2023 08:00 - 28/07/2023 09:00","BZN|CZ","6399.34","6399.00"
"28/07/2023 09:00 - 28/07/2023 10:00","BZN|CZ","6704.49","6733.00"
"28/07/2023 10:00 - 28/07/2023 11:00","BZN|CZ","6843.66","6854.00"
"28/07/2023 11:00 - 28/07/2023 12:00","BZN|CZ","6990.46","7001.00"
"28/07/2023 12:00 - 28/07/2023 13:00","BZN|CZ","6966.41","7010.00"
"28/07/2023 13:00 - 28/07/2023 14:00","BZN|CZ","6912.79","6919.00"
"28/07/2023 14:00 - 28/07/2023 15:00","BZN|CZ","6574.51","6720.00"
"28/07/2023 15:00 - 28/07/2023 16:00","BZN|CZ","6556.12","6641.00"
"28/07/2023 16:00 - 28/07/2023 17:00","BZN|CZ","6411.69","6488.00"
"28/07/2023 17:00 - 28/07/2023 18:00","BZN|CZ","6187.93","6272.00"
"28/07/2023 18:00 - 28/07/2023 19:00","BZN|CZ","5883.39","6028.00"
"28/07/2023 19:00 - 28/07/2023 20:00","BZN|CZ","5729.36","5822.00"
"28/07/2023 20:00 - 28/07/2023 21:00","BZN|CZ","5544.92","5622.00"
"28/07/2023 21:00 - 28/07/2023 22:00","BZN|CZ","5441.20","5512.00"
"28/07/2023 22:00 - 28/07/2023 23:00","BZN|CZ","5164.95","5188.00"
"28/07/2023 23:00 - 29/07/2023 00:00","BZN|CZ","4824.80","4763.00"
"29/07/2023 00:00 - 29/07/2023 01:00","BZN|CZ","4469.20","4373.00"
"29/07/2023 01:00 - 29/07/2023 02:00","BZN|CZ","4325.96","4237.00"
"29/07/2023 02:00 - 29/07/2023 03:00","BZN|CZ","4257.05","4172.00"
"29/07/2023 03:00 - 29/07/2023 04:00","BZN|CZ","4311.96","4178.00"
"29/07/2023 04:00 - 29/07/2023 05:00","BZN|CZ","4304.21","4175.00"
"29/07/2023 05:00 - 29/07/2023 06:00","BZN|CZ","4183.26","4117.00"
"29/07/2023 06:00 - 29/07/2023 07:00","BZN|CZ","4373.02","4231.00"
"29/07/2023 07:00 - 29/07/2023 08:00","BZN|CZ","4788.26","4649.00"
"29/07/2023 08:00 - 29/07/2023 09:00","BZN|CZ","5293.70","5099.00"
"29/07/2023 09:00 - 29/07/2023 10:00","BZN|CZ","5678.82","5541.00"
"29/07/2023 10:00 - 29/07/2023 11:00","BZN|CZ","5982.92","5856.00"
"29/07/2023 11:00 - 29/07/2023 12:00","BZN|CZ","6149.35","6039.00"
"29/07/2023 12:00 - 29/07/2023 13:00","BZN|CZ","6065.96","5962.00"
"29/07/2023 13:00 - 29/07/2023 14:00","BZN|CZ","5961.96","5878.00"
"29/07/2023 14:00 - 29/07/2023 15:00","BZN|CZ","5814.37","5711.00"
"29/07/2023 15:00 - 29/07/2023 16:00","BZN|CZ","5783.68","5660.00"
"29/07/2023 16:00 - 29/07/2023 17:00","BZN|CZ","5589.70","5487.00"
"29/07/2023 17:00 - 29/07/2023 18:00","BZN|CZ","5399.72","5250.00"
"29/07/2023 18:00 - 29/07/2023 19:00","BZN|CZ","5234.31","5131.00"
"29/07/2023 19:00 - 29/07/2023 20:00","BZN|CZ","5114.81","5033.00"
"29/07/2023 20:00 - 29/07/2023 21:00","BZN|CZ","5045.64","4940.00"
"29/07/2023 21:00 - 29/07/2023 22:00","BZN|CZ","5028.81","4961.00"
"29/07/2023 22:00 - 29/07/2023 23:00","BZN|CZ","4841.24","4783.00"
"29/07/2023 23:00 - 30/07/2023 00:00","BZN|CZ","4548.51","4460.00"
"30/07/2023 00:00 - 30/07/2023 01:00","BZN|CZ","4267.04","4208.00"
"30/07/2023 01:00 - 30/07/2023 02:00","BZN|CZ","4148.23","4122.00"
